0	1054863	0.996367
1	1578	0.001490
2	822	0.000776
3	486	0.000459
4	215	0.000203
5	156	0.000147
6	22	0.000021
7	68	0.000064
8	36	0.000034
9	33	0.000031
10	20	0.000019
11	17	0.000016
12	12	0.000011
13	30	0.000028
14	36	0.000034
15	20	0.000019
16	13	0.000012
17	19	0.000018
18	16	0.000015
19	17	0.000016
20	9	0.000009
21	16	0.000015
22	9	0.000009
23	11	0.000010
24	15	0.000014
25	22	0.000021
26	11	0.000010
27	10	0.000009
28	10	0.000009
29	10	0.000009
30	3	0.000003
31	4	0.000004
32	2	0.000002
33	3	0.000003
34	7	0.000007
35	5	0.000005
36	4	0.000004
37	4	0.000004
38	5	0.000005
39	3	0.000003
40	1	0.000001
41	7	0.000007
42	3	0.000003
43	2	0.000002
45	2	0.000002
46	4	0.000004
47	5	0.000005
48	7	0.000007
49	4	0.000004
51	1	0.000001
52	1	0.000001
54	2	0.000002
56	4	0.000004
57	6	0.000006
58	3	0.000003
59	1	0.000001
60	4	0.000004
61	3	0.000003
62	1	0.000001
63	1	0.000001
67	1	0.000001
68	2	0.000002
69	1	0.000001
73	1	0.000001
