0	5418	0.975162
1	3	0.000540
2	4	0.000720
3	10	0.001800
4	18	0.003240
5	7	0.001260
6	21	0.003780
7	20	0.003600
8	9	0.001620
9	3	0.000540
10	3	0.000540
11	2	0.000360
12	5	0.000900
13	1	0.000180
14	3	0.000540
16	2	0.000360
17	2	0.000360
20	1	0.000180
29	1	0.000180
31	1	0.000180
34	1	0.000180
36	1	0.000180
40	2	0.000360
42	1	0.000180
43	1	0.000180
47	1	0.000180
53	1	0.000180
58	1	0.000180
59	1	0.000180
60	1	0.000180
61	1	0.000180
64	2	0.000360
72	1	0.000180
74	1	0.000180
75	1	0.000180
81	1	0.000180
82	1	0.000180
85	1	0.000180
86	1	0.000180
89	1	0.000180
