-61	1	0.000033
-59	6	0.000198
-58	1	0.000033
-57	2	0.000066
-54	1	0.000033
-53	1	0.000033
-51	1	0.000033
-49	1	0.000033
-45	1	0.000033
-44	1	0.000033
-38	24	0.000792
-37	122	0.004025
-36	117	0.003860
-35	38	0.001254
-34	5	0.000165
-33	24	0.000792
-32	56	0.001847
-31	16	0.000528
-30	19	0.000627
-29	10	0.000330
-28	221	0.007291
-27	212	0.006994
-26	17	0.000561
-25	6	0.000198
-24	2	0.000066
-23	5	0.000165
-22	8	0.000264
-21	13	0.000429
-20	4	0.000132
-19	5	0.000165
-18	5	0.000165
-17	1	0.000033
-16	4	0.000132
-15	2	0.000066
-14	3	0.000099
-13	1	0.000033
-11	1	0.000033
-9	1	0.000033
-8	3	0.000099
-7	3	0.000099
-6	6	0.000198
-5	16	0.000528
-4	10	0.000330
-3	67	0.002210
-2	78	0.002573
-1	100	0.003299
0	29023	0.957476
1	18	0.000594
2	10	0.000330
3	7	0.000231
4	2	0.000066
5	6	0.000198
6	4	0.000132
8	1	0.000033
