-43	1	0.000001
-32	1	0.000001
-30	1	0.000001
-27	1	0.000001
-26	1	0.000001
-25	6	0.000004
-24	1	0.000001
-23	2	0.000001
-22	4	0.000002
-21	11	0.000006
-20	2	0.000001
-18	2	0.000001
-17	2	0.000001
-16	5	0.000003
-15	1	0.000001
-14	2	0.000001
-13	7	0.000004
-12	10	0.000006
-11	3	0.000002
-10	44	0.000026
-9	124	0.000073
-8	162	0.000096
-7	3313	0.001954
-6	2092	0.001234
-5	2990	0.001763
-4	4072	0.002401
-3	2147	0.001266
-2	2098	0.001237
-1	14857	0.008762
0	509388	0.300399
1	129284	0.076242
2	20298	0.011970
3	26807	0.015809
4	37026	0.021835
5	96523	0.056922
6	497719	0.293518
7	207302	0.122251
8	51546	0.030398
9	32556	0.019199
10	24229	0.014288
11	5892	0.003475
12	6352	0.003746
13	7687	0.004533
14	3422	0.002018
15	1880	0.001109
16	654	0.000386
17	255	0.000150
18	53	0.000031
19	17	0.000010
20	19	0.000011
21	28	0.000017
22	15	0.000009
23	10	0.000006
24	10	0.000006
25	13	0.000008
26	11	0.000006
27	15	0.000009
28	52	0.000031
29	93	0.000055
30	138	0.000081
31	178	0.000105
32	120	0.000071
33	48	0.000028
34	21	0.000012
35	149	0.000088
36	208	0.000123
37	428	0.000252
38	127	0.000075
39	149	0.000088
40	87	0.000051
41	76	0.000045
42	187	0.000110
43	331	0.000195
44	90	0.000053
45	225	0.000133
46	338	0.000199
47	248	0.000146
48	231	0.000136
49	167	0.000098
50	189	0.000111
51	81	0.000048
52	55	0.000032
53	80	0.000047
54	104	0.000061
55	127	0.000075
56	93	0.000055
57	92	0.000054
58	72	0.000042
59	46	0.000027
60	16	0.000009
61	20	0.000012
62	7	0.000004
63	9	0.000005
64	10	0.000006
65	19	0.000011
66	11	0.000006
67	9	0.000005
