0	312209	0.923384
1	881	0.002606
2	1467	0.004339
3	2396	0.007086
4	3027	0.008953
5	4339	0.012833
6	3478	0.010286
7	2033	0.006013
8	1222	0.003614
9	975	0.002884
10	859	0.002541
11	675	0.001996
12	457	0.001352
13	377	0.001115
14	370	0.001094
15	334	0.000988
16	278	0.000822
17	221	0.000654
18	221	0.000654
19	202	0.000597
20	180	0.000532
21	171	0.000506
22	149	0.000441
23	159	0.000470
24	152	0.000450
25	126	0.000373
26	130	0.000384
27	117	0.000346
28	136	0.000402
29	93	0.000275
30	88	0.000260
31	67	0.000198
32	89	0.000263
33	63	0.000186
34	41	0.000121
35	41	0.000121
36	44	0.000130
37	42	0.000124
38	43	0.000127
39	24	0.000071
40	26	0.000077
41	21	0.000062
42	20	0.000059
43	13	0.000038
44	18	0.000053
45	8	0.000024
46	4	0.000012
47	4	0.000012
48	3	0.000009
49	5	0.000015
50	2	0.000006
51	2	0.000006
52	1	0.000003
53	4	0.000012
54	1	0.000003
55	2	0.000006
59	1	0.000003
60	1	0.000003
63	1	0.000003
64	1	0.000003
