0	9220	0.850710
1	690	0.063665
2	310	0.028603
3	157	0.014486
4	62	0.005721
5	130	0.011995
6	46	0.004244
7	31	0.002860
8	55	0.005075
9	14	0.001292
10	15	0.001384
11	8	0.000738
12	3	0.000277
13	12	0.001107
14	5	0.000461
15	11	0.001015
16	9	0.000830
17	1	0.000092
18	4	0.000369
19	1	0.000092
20	6	0.000554
21	3	0.000277
23	4	0.000369
24	4	0.000369
25	5	0.000461
27	4	0.000369
28	3	0.000277
29	3	0.000277
30	3	0.000277
31	3	0.000277
32	1	0.000092
33	2	0.000185
34	2	0.000185
36	4	0.000369
39	1	0.000092
40	2	0.000185
42	2	0.000185
43	1	0.000092
55	1	0.000092
