-37	3	0.000055
-36	1	0.000018
-33	1	0.000018
-32	1	0.000018
-29	1	0.000018
-28	4	0.000073
-26	2	0.000036
-21	166	0.003025
-16	1	0.000018
-9	1	0.000018
-8	1	0.000018
-5	8	0.000146
-4	2	0.000036
-2	2	0.000036
-1	18	0.000328
0	20505	0.373661
1	3517	0.064090
2	833	0.015180
3	801	0.014597
4	2085	0.037995
5	2942	0.053612
6	11289	0.205718
7	8235	0.150066
8	1695	0.030888
9	827	0.015070
10	540	0.009840
11	195	0.003553
12	359	0.006542
13	216	0.003936
14	7	0.000128
17	119	0.002169
32	1	0.000018
35	204	0.003717
36	6	0.000109
43	3	0.000055
59	132	0.002405
63	153	0.002788
