0	7953	0.876364
1	14	0.001543
2	2	0.000220
3	10	0.001102
4	133	0.014656
5	248	0.027328
6	12	0.001322
7	10	0.001102
8	5	0.000551
9	9	0.000992
10	5	0.000551
11	13	0.001433
12	4	0.000441
13	8	0.000882
14	8	0.000882
15	7	0.000771
16	23	0.002534
17	14	0.001543
18	15	0.001653
19	21	0.002314
20	28	0.003085
21	31	0.003416
22	40	0.004408
23	28	0.003085
24	24	0.002645
25	16	0.001763
26	29	0.003196
27	26	0.002865
28	28	0.003085
29	24	0.002645
30	17	0.001873
31	28	0.003085
32	16	0.001763
33	21	0.002314
34	21	0.002314
35	24	0.002645
36	18	0.001983
37	17	0.001873
38	9	0.000992
39	14	0.001543
40	10	0.001102
41	7	0.000771
42	11	0.001212
43	13	0.001433
44	5	0.000551
45	8	0.000882
46	5	0.000551
47	5	0.000551
48	4	0.000441
49	8	0.000882
50	2	0.000220
51	3	0.000331
52	4	0.000441
53	3	0.000331
55	4	0.000441
56	1	0.000110
57	1	0.000110
58	1	0.000110
60	1	0.000110
61	2	0.000220
65	2	0.000220
67	1	0.000110
71	1	0.000110
