0	15072	0.863428
1	212	0.012145
2	223	0.012775
3	370	0.021196
4	366	0.020967
5	266	0.015238
6	194	0.011114
7	131	0.007505
8	106	0.006072
9	76	0.004354
10	58	0.003323
11	51	0.002922
12	43	0.002463
13	40	0.002291
14	31	0.001776
15	26	0.001489
16	19	0.001088
17	14	0.000802
18	17	0.000974
19	12	0.000687
20	14	0.000802
21	17	0.000974
22	12	0.000687
23	11	0.000630
24	10	0.000573
25	5	0.000286
26	5	0.000286
27	3	0.000172
28	1	0.000057
29	5	0.000286
30	2	0.000115
31	4	0.000229
32	2	0.000115
33	5	0.000286
34	2	0.000115
35	3	0.000172
36	2	0.000115
37	4	0.000229
38	1	0.000057
39	3	0.000172
40	1	0.000057
42	1	0.000057
43	2	0.000115
47	1	0.000057
48	2	0.000115
49	1	0.000057
51	1	0.000057
52	1	0.000057
53	3	0.000172
56	1	0.000057
64	1	0.000057
65	1	0.000057
70	1	0.000057
110	1	0.000057
